imdb_title_id,year,duration,country,avg_vote,,,,
tt0011565,1920,90,USA,7.4,,,,
tt0011588,1920,58,USA,6.6,,,,
tt0011607,1920,71,Sweden,7.2,,,,
tt0011641,1920,45,Germany,6.5,,,,
tt0011647,1920,70,USA,5.6,,,,
tt0011652,1920,77,USA,6.2,,,,
tt0011679,1920,87,USA,6.1,,,,
tt0011716,1920,78,USA,5.4,,,,
tt0011723,1920,104,Germany,6.5,,,,
tt0011741,1920,75,USA,6.3,,,,
tt0011742,1920,115,Germany,6.1,,,,
tt0011753,1920,55,USA,5.5,,,,
tt0011779,1920,73,USA,6.5,,,,
tt0011833,1920,65,Germany,6.9,,,,
tt0011837,1920,67,Germany,6.1,,,,
tt0011841,1920,145,USA,7.5,,,,
tt0011865,1920,90,USA,6.7,,,,
tt0011870,1920,79,USA,6.3,,,,
tt0011904,1921,75,USA,6.8,,,,
tt0011909,1921,117,USA,6.6,,,,
tt0011948,1921,55,USA,7.0,,,,
tt0011960,1921,79,Germany,7.0,,,,
tt0011979,1921,91,USA,6.8,,,,
tt0012016,1921,70,USA,6.4,,,,
tt0012027,1921,72,USA,6.6,,,,
tt0012068,1921,89,USA,6.8,,,,
tt0012122,1921,102,USA,5.6,,,,
tt0012125,1921,58,USA,6.4,,,,
tt0012134,1921,100,France,7.0,,,,
tt0012136,1921,90,USA,6.4,,,,
tt0012187,1921,87,USA,6.6,,,,
tt0012190,1921,150,USA,7.2,,,,
tt0012249,1921,131,Germany,7.0,,,,
tt0012281,1921,50,Germany,6.8,,,,
tt0012313,1921,100,Germany,6.8,,,,
tt0012314,1921,120,Germany,6.7,,,,
tt0012334,1921,84,Sweden,6.9,,,,
tt0012349,1921,68,USA,8.3,,,,
tt0012364,1921,100,Sweden,8.1,,,,
tt0012382,1924,56,USA,6.1,,,,
tt0012397,1921,112,USA,6.7,,,,
tt0012408,1921,89,USA,6.5,,,,
tt0012465,1921,71,USA,7.0,,,,
tt0012486,1921,55,USA,6.2,,,,
tt0012494,1921,97,Germany,7.7,,,,
tt0012513,1921,74,USA,6.5,,,,
tt0012532,1921,150,USA,7.4,,,,
tt0012538,1920,75,USA,6.6,,,,
tt0012631,1921,91,Japan,6.7,,,,
tt0012642,1921,47,USA,7.0,,,,
tt0012645,1921,82,Germany,6.8,,,,
tt0012650,1921,50,Germany,6.4,,,,
tt0012651,1921,75,Germany,6.3,,,,
tt0012675,1921,86,USA,6.4,,,,
tt0012745,1921,97,France,6.9,,,,
tt0012752,1921,119,USA,6.9,,,,
tt0012755,1921,89,USA,6.8,,,,
tt0012763,1921,99,USA,6.8,,,,
tt0012769,1921,80,USA,5.9,,,,
tt0012806,1921,52,Germany,6.2,,,,
tt0012928,1922,112,USA,6.0,,,,
tt0012938,1922,80,USA,6.8,,,,
tt0012952,1922,80,USA,6.4,,,,
tt0012973,1922,98,Germany,6.9,,,,
tt0012975,1922,70,USA,6.2,,,,
tt0013033,1922,90,"France, Belgium",7.1,,,,
tt0013059,1922,75,Denmark,6.3,,,,
tt0013075,1922,60,USA,7.1,,,,
tt0013085,1922,83,USA,6.2,,,,
tt0013086,1922,242,Germany,7.9,,,,
tt0013122,1922,61,France,6.4,,,,
tt0013134,1922,74,USA,6.3,,,,
tt0013140,1922,117,USA,7.1,,,,
tt0013169,1922,105,Germany,6.5,,,,
tt0013201,1922,60,USA,7.0,,,,
tt0013223,1922,68,USA,4.9,,,,
tt0013332,1922,70,USA,6.7,,,,
tt0013367,1922,74,USA,5.5,,,,
tt0013372,1922,100,USA,6.2,,,,
tt0013386,1923,110,USA,6.7,,,,
tt0013402,1922,100,USA,6.7,,,,
tt0013404,1922,68,USA,6.5,,,,
tt0013428,1922,128,Germany,6.9,,,,
tt0013442,1922,94,Germany,7.9,,,,
tt0013450,1922,98,USA,6.7,,,,
tt0013469,1922,79,Germany,6.4,,,,
tt0013496,1922,125,Germany,6.9,,,,
tt0013515,1922,125,USA,6.7,,,,
tt0013556,1922,143,USA,7.2,,,,
tt0013571,1922,72,USA,6.6,,,,
tt0013579,1923,90,Germany,6.9,,,,
tt0013592,1922,70,USA,6.3,,,,
tt0013597,1922,85,USA,5.8,,,,
tt0013607,1922,58,USA,5.8,,,,
tt0013619,1922,150,"Germany, Austria",6.0,,,,
tt0013626,1923,54,France,6.7,,,,
tt0013662,1922,137,USA,6.9,,,,
tt0013674,1922,58,USA,7.0,,,,
tt0013688,1922,54,USA,6.6,,,,
tt0013704,1922,60,USA,6.1,,,,
tt0013705,1922,97,UK,5.7,,,,
tt0013741,1922,100,Germany,6.6,,,,
tt0013750,1922,120,USA,6.4,,,,
tt0013802,1922,54,USA,6.4,,,,
tt0013830,1923,128,Germany,6.8,,,,
tt0013909,1923,70,USA,5.4,,,,
tt0013933,1923,87,France,7.6,,,,
tt0013951,1923,98,USA,6.5,,,,
tt0014029,1923,68,USA,6.6,,,,
tt0014108,1923,101,Sweden,6.9,,,,
tt0014109,1924,183,Sweden,7.1,,,,
tt0014112,1923,84,USA,5.6,,,,
tt0014142,1923,133,USA,7.3,,,,
tt0014205,1923,110,USA,6.2,,,,
tt0014341,1923,65,USA,7.8,,,,
tt0014358,1923,47,USA,7.4,,,,
tt0014397,1923,135,Germany,6.9,,,,
tt0014416,1923,90,USA,6.5,,,,
tt0014417,1923,418,France,7.4,,,,
tt0014429,1923,74,USA,8.1,,,,
tt0014440,1923,124,USA,7.0,,,,
tt0014446,1923,80,Germany,6.7,,,,
tt0014463,1923,96,USA,6.5,,,,
tt0014497,1923,90,USA,7.0,,,,
tt0014516,1923,74,Germany, the second is that of the ...,2.0,,,
tt0014524,1924,66,Germany,6.2,,,,
tt0014532,1923,136,USA,6.8,,,,
tt0014538,1923,63,USA,7.1,,,,
tt0014586,1924,65,Germany,6.7,,,,
tt0014604,1923,100,USA,6.5,,,,
tt0014605,1923,143,USA,6.9,,,,
tt0014606,1923,86,USA,6.4,,,,
tt0014611,1923,63,USA,7.4,,,,
tt0014624,1923,82,USA,7.0,,,,
tt0014636,1923,84,USA,6.2,,,,
tt0014646,1924,111,Soviet Union,6.5,,,,
tt0014672,1924,141,USA,6.4,,,,
tt0014702,1924,135,USA,6.7,,,,
tt0014721,1923,80,USA,5.9,,,,
tt0014760,1924,64,USA,6.9,,,,
tt0014770,1923,87,USA,6.5,,,,
tt0014854,1924,135,USA,6.8,,,,
tt0014869,1924,70,USA,6.5,,,,
tt0014874,1924,70,USA,6.3,,,,
tt0014898,1925,71,France,6.9,,,,
tt0014900,1924,80,Germany, the main creditor is looking forward to expropriating the entire Duchy...,18.0,,,
tt0014925,1924,76,USA,6.3,,,,
tt0014945,1924,87,USA,7.7,,,,
tt0014972,1924,95,USA,7.8,,,,
tt0014982,1924,70,USA,6.8,,,,
tt0015002,1924,60,USA, a wild spin in a new auto with the in-laws in tow,19.0,9.0,,
tt0015014,1924,135,France,7.2,,,,
tt0015016,1924,150,USA,7.2,,,,
tt0015018,1924,115,USA,7.0,,,,
tt0015022,1924,153,USA,5.7,,,,
tt0015036,1924,136,France,6.7,,,,
tt0015064,1924,77,Germany,8.1,,,,
tt0015116,1924,75,USA,6.5,,,,
tt0015119,1924,85,USA,7.2,,,,
tt0015136,1924,93,Germany,7.1,,,,
tt0015145,1924,106,USA,5.8,,,,
tt0015163,1924,59,USA,7.7,,,,
tt0015167,1924,94,Soviet Union,6.6,,,,
tt0015174,1924,129,Germany,8.0,,,,
tt0015175,1924,143,Germany,8.1,,,,
tt0015202,1924,92,"Austria, Germany",7.0,,,,
tt0015213,1924,78,Soviet Union,6.9,,,,
tt0015224,1924,105,USA,7.1,,,,
tt0015268,1924,81,USA,7.1,,,,
tt0015289,1924,106,USA,6.4,,,,
tt0015310,1924,123,USA,7.1,,,,
tt0015312,1924,108,USA,5.5,,,,
tt0015324,1924,45,USA,8.2,,,,
tt0015361,1925,82,Soviet Union,7.6,,,,
tt0015400,1924,155,USA,7.8,,,,
tt0015493,1924,82,UK,6.3,,,,
tt0015498,1924,88,USA,6.8,,,,
tt0015500,1924,72,USA,6.0,,,,
tt0015518,1924,74,USA,6.1,,,,
tt0015532,1926,81,Germany,7.8,,,,
tt0015624,1925,151,USA,7.9,,,,
tt0015634,1925,102,USA,6.2,,,,
tt0015643,1925,71,USA,7.0,,,,
tt0015648,1925,75,Soviet Union,8.0,,,,
tt0015684,1925,71,USA,6.3,,,,
tt0015687,1925,74,USA,6.6,,,,
tt0015693,1925,70,USA,6.4,,,,
tt0015758,1925,111,USA,7.0,,,,
tt0015768,1925,111,Denmark,7.1,,,,
tt0015772,1925,73,USA,6.6,,,,
tt0015794,1925,90,France,6.3,,,,
tt0015801,1926,170,France,7.1,,,,
tt0015841,1925,77,USA,7.5,,,,
tt0015842,1925,125,Germany,7.2,,,,
tt0015861,1926,115,"Norway, Sweden",6.6,,,,
tt0015863,1925,69,USA,7.2,,,,
tt0015864,1925,95,USA,8.2,,,,
tt0015872,1925,80,USA,7.0,,,,
tt0015881,1924,140,USA,8.1,,,,
tt0015883,1926,113,France,6.9,,,,
tt0015909,1925,70,USA,6.5,,,,
tt0015935,1925,65,Chile,6.7,,,,
tt0016004,1925,120,USA,7.3,,,,
tt0016005,1925,70,USA,6.6,,,,
tt0016006,1925,96,USA,5.2,,,,
tt0016013,1925,80,USA,7.2,,,,
tt0016023,1925,70,USA,6.0,,,,
tt0016028,1925,94,USA,6.7,,,,
tt0016029,1935,81,USA,7.1,,,,
tt0016039,1925,106,USA,7.0,,,,
tt0016104,1925,137,USA,7.3,,,,
tt0016123,1925,86,USA,6.2,,,,
tt0016185,1925,74,Japan,7.1,,,,
tt0016201,1925,70,USA,6.2,,,,
tt0016205,1925,78,USA,6.7,,,,
tt0016220,1925,93,USA,7.6,,,,
tt0016226,1925,73,USA,6.1,,,,
tt0016230,1925,75,"UK, Germany",6.0,,,,
tt0016232,1925,108,France,7.1,,,,
tt0016240,1925,97,"India, Germany",6.8,,,,
tt0016241,1925,74,USA,3.8,,,,
tt0016258,1925,68,USA,7.1,,,,
tt0016276,1925,77,USA,6.5,,,,
tt0016288,1925,56,USA,6.4,,,,
tt0016294,1925,107,USA,6.7,,,,
tt0016308,1925,104,USA,6.6,,,,
tt0016309,1925,58,USA,3.6,,,,
tt0016310,1925,70,USA,6.8,,,,
tt0016332,1925,56,USA,7.9,,,,
tt0016338,1925,98,"UK, Germany",6.1,,,,
tt0016377,1925,88,USA,4.1,,,,
tt0016392,1924,80,Austria,6.5,,,,
tt0016394,1925,70,USA,6.5,,,,
tt0016395,1925,110,USA,7.2,,,,
tt0016461,1925,78,USA,6.5,,,,
tt0016473,1925,86,USA,7.2,,,,
tt0016480,1925,110,USA,6.8,,,,
tt0016481,1925,72,Germany,7.4,,,,
tt0016491,1925,114,"France, Switzerland",7.7,,,,
tt0016493,1926,80,France,6.7,,,,
tt0016544,1925,81,USA,5.1,,,,
tt0016545,1925,68,USA,5.8,,,,
tt0016548,1925,70,USA,6.9,,,,
tt0016559,1925,65,Soviet Union,6.9,,,,
tt0016560,1925,80,USA,5.4,,,,
tt0016563,1925,110,Germany,6.6,,,,
tt0016627,1926,90,USA,7.0,,,,
tt0016629,1926,86,USA,6.6,,,,
tt0016630,1926,77,USA,7.1,,,,
tt0016634,1926,101,USA,7.0,,,,
tt0016640,1926,68,USA,6.5,,,,
tt0016641,1925,143,USA,7.8,,,,
tt0016643,1926,95,USA,6.4,,,,
tt0016646,1926,70,USA,5.9,,,,
tt0016654,1926,88,USA,7.1,,,,
tt0016655,1926,86,USA,6.8,,,,
tt0016664,1926,58,USA,5.5,,,,
tt0016669,1926,95,USA,7.3,,,,
tt0016672,1926,64,USA,5.1,,,,
tt0016690,1926,85,USA,6.2,,,,
tt0016691,1926,104,Norway,6.7,,,,
tt0016762,1926,66,USA,6.6,,,,
tt0016804,1926,110,USA,7.0,,,,
tt0016822,1926,75,USA,6.7,,,,
tt0016827,1926,75,USA,4.5,,,,
tt0016832,1926,77,USA,6.9,,,,
tt0016847,1926,107,Germany,8.1,,,,
tt0016854,1926,70,USA,6.4,,,,
tt0016871,1926,70,USA,5.8,,,,
tt0016884,1926,112,USA,7.7,,,,
tt0016895,1926,58,USA,7.5,,,,
tt0016914,1926,97,Germany,6.9,,,,
tt0016939,1926,53,USA,6.4,,,,
tt0016947,1926,60,USA,6.5,,,,
tt0016953,1926,100,Germany,6.7,,,,
tt0016971,1927,48,USA,6.1,,,,
tt0017004,1926,70,USA,6.6,,,,
tt0017028,1926,77,USA,6.9,,,,
tt0017029,1926,108,USA,6.6,,,,
tt0017048,1926,70,Japan,7.4,,,,
tt0017075,1927,68,UK,7.3,,,,
tt0017082,1926,76,USA,6.4,,,,
tt0017096,1925,95,Italy,6.8,,,,
tt0017103,1926,83,USA,6.8,,,,
tt0017119,1926,86,USA,6.8,,,,
tt0017120,1926,102,USA,6.8,,,,
tt0017128,1926,89,Soviet Union,7.5,,,,
tt0017136,1927,153,Germany,8.3,,,,
tt0017159,1926,250,Soviet Union,6.9,,,,
tt0017195,1925,62,Soviet Union,7.1,,,,
tt0017196,1926,150,France,6.8,,,,
tt0017198,1926,80,UK,5.3,,,,
tt0017226,1926,111,USA,6.6,,,,
tt0017271,1926,80,Soviet Union,7.7,,,,
tt0017293,1926,66,Soviet Union,7.1,,,,
tt0017329,1926,70,USA,6.6,,,,
tt0017338,1925,105,Austria,5.9,,,,
tt0017350,1926,115,USA,7.7,,,,
tt0017354,1926,136,USA,6.5,,,,
tt0017374,1926,66,USA,5.9,,,,
tt0017378,1926,84,Soviet Union,6.8,,,,
tt0017382,1926,82,USA,6.8,,,,
tt0017409,1926,80,USA,7.1,,,,
tt0017410,1926,67,USA,6.2,,,,
tt0017416,1926,68,USA,6.7,,,,
tt0017419,1926,90,USA,6.1,,,,
tt0017423,1926,110,USA,7.3,,,,
tt0017437,1926,75,USA,6.7,,,,
tt0017438,1926,110,Germany,6.9,,,,
tt0017448,1925,74,Germany,7.1,,,,
tt0017449,1926,117,USA,7.0,,,,
tt0017463,1926,92,USA,7.5,,,,
tt0017480,1926,88,USA,6.9,,,,
tt0017483,1926,62,USA,6.1,,,,
tt0017519,1926,120,USA,6.7,,,,
tt0017534,1927,95,USA,6.5,,,,
tt0017540,1926,116,USA,6.8,,,,
tt0017567,1926,89,USA,7.1,,,,
tt0017619,1927,60,USA,7.4,,,,
tt0017621,1928,108,Germany,6.1,,,,
tt0017632,1927,90,USA,5.8,,,,
tt0017653,1927,67,Soviet Union,7.1,,,,
tt0017662,1927,67,USA,6.9,,,,
tt0017667,1927,99,USA,6.9,,,,
tt0017735,1927,87,USA,6.8,,,,
tt0017736,1927,132,"France, Germany",6.7,,,,
tt0017739,1927,108,USA,7.1,,,,
tt0017750,1927,118,USA,7.1,,,,
tt0017751,1927,70,USA,6.6,,,,
tt0017765,1927,66,USA,7.1,,,,
tt0017809,1927,60,Soviet Union,7.3,,,,
tt0017825,1927,80,UK,6.2,,,,
tt0017832,1927,62,USA,4.8,,,,
tt0017843,1928,80,UK,5.7,,,,
tt0017860,1927,71,USA,5.6,,,,
tt0017886,1927,75,USA,6.4,,,,
tt0017918,1927,115,USA,7.0,,,,
tt0017925,1926,67,USA,8.1,,,,
tt0017928,1927,63,USA,6.6,,,,
tt0017938,1927,45,France,7.1,,,,
tt0017961,1935,95,Soviet Union,7.5,,,,
tt0017998,1927,120,UK,7.1,,,,
tt0018014,1927,85,USA,6.6,,,,
tt0018016,1927,64,USA,6.4,,,,
tt0018033,1927,72,USA,7.3,,,,
tt0018037,1927,88,USA,6.5,,,,
tt0018045,1927,135,France,6.8,,,,
tt0018051,1927,82,USA,7.7,,,,
tt0018054,1927,155,USA,7.3,,,,
tt0018066,1927,85,Soviet Union,7.3,,,,
tt0018087,1927,104,Germany,7.3,,,,
tt0018097,1927,69,USA,6.8,,,,
tt0018102,1927,60,USA,6.4,,,,
tt0018107,1927,82,USA,7.0,,,,
tt0018113,1927,78,USA,6.2,,,,
tt0018138,1927,70,USA,5.9,,,,
tt0018166,1927,75,USA,6.7,,,,
tt0018179,1927,91,USA,6.4,,,,
tt0018183,1927,80,USA,7.4,,,,
tt0018192,1927,240,France,8.1,,,,
tt0018217,1927,142,Soviet Union,7.4,,,,
tt0018218,1927,88,USA,6.4,,,,
tt0018235,1927,70,USA,6.8,,,,
tt0018247,1927,76,USA,6.3,,,,
tt0018253,1927,150,USA, both are further jeopardized when the United States enters the first World War.,2.0,,,
tt0018297,1927,115,USA,6.5,,,,
tt0018311,1927,74,USA,6.6,,,,
tt0018328,1927,116,UK,6.2,,,,
tt0018351,1927,68,USA,7.1,,,,
tt0018362,1927,68,USA,6.3,,,,
tt0018379,1927,110,USA,7.7,,,,
tt0018389,1928,70,USA,5.7,,,,
tt0018392,1928,80,UK,7.0,,,,
tt0018397,1927,76,USA,6.9,,,,
tt0018413,1927,80,USA,4.0,,,,
tt0018440,1927,78,USA,6.0,,,,
tt0018451,1927,106,USA,7.6,,,,
tt0018455,1927,94,USA,8.1,,,,
tt0018464,1927,57,USA,5.4,,,,
tt0018471,1926,103,USA,6.9,,,,
tt0018487,1927,70,USA,5.8,,,,
tt0018505,1927,86,Soviet Union,7.5,,,,
tt0018513,1927,85,USA,5.3,,,,
tt0018515,1927,92,USA,6.7,,,,
tt0018523,1928,60,"France, Germany",6.8,,,,
tt0018524,1927,144,USA,6.7,,,,
tt0018526,1927,80,USA,7.6,,,,
tt0018528,1927,63,USA,7.8,,,,
tt0018530,1927,60,USA,6.2,,,,
tt0018566,1927,111,USA,6.8,,,,
tt0018578,1927,144,USA,7.5,,,,
tt0018579,1927,68,USA,3.3,,,,
tt0018588,1929,76,Germany,6.8,,,,
tt0018615,1928,107,Germany,7.0,,,,
tt0018618,1928,85,USA,6.0,,,,
tt0018678,1928,88,USA,6.5,,,,
tt0018684,1928,100,USA,7.5,,,,
tt0018722,1928,70,USA,4.8,,,,
tt0018737,1929,109,Germany,7.9,,,,
tt0018742,1928,76,USA,8.1,,,,
tt0018749,1928,50,USA,6.2,,,,
tt0018756,1928,86,UK,5.6,,,,
tt0018770,1928,63,France,7.3,,,,
tt0018773,1928,72,USA,8.2,,,,
tt0018795,1928,92,USA,6.5,,,,
tt0018806,1928,98,USA,8.1,,,,
tt0018826,1928,87,France,6.8,,,,
tt0018836,1928,80,USA,6.8,,,,
tt0018839,1928,76,USA,7.5,,,,
tt0018841,1928,64,Soviet Union,7.3,,,,
tt0018862,1928,90,Soviet Union,7.0,,,,
tt0018876,1928,100,UK,5.9,,,,
tt0018879,1928,88,USA,5.9,,,,
tt0018882,1928,63,USA,7.0,,,,
tt0018907,1928,100,USA,6.3,,,,
tt0018908,1929,81,USA,6.9,,,,
tt0018909,1928,100,USA,7.1,,,,
