imdb_title_id,country,,,
tt0008634,USA,,,
tt0008663,Sweden,,,
tt0008672,Sweden,,,
tt0008679,USA,,,
tt0008687,USA,,,
tt0008710,Sweden,,,
tt0008775,USA,,,
tt0008827,USA,,,
tt0008843,Hungary,,,
tt0008854,Germany,,,
tt0008879,Sweden,,,
tt0008891,USA,,,
tt0008950,Germany,,,
tt0009014,France,,,
tt0009062,Germany,,,
tt0009086,USA,,,
tt0009150,USA,,,
tt0009241,USA,,,
tt0009326,USA,,,
tt0009356,USA,,,
tt0009369,USA,,,
tt0009440,USA,,,
tt0009475,USA,,,
tt0009559,USA,,,
tt0009608,USA,,,
tt0009611,USA,,,
tt0009652,USA,,,
tt0009682,USA,,,
tt0009701,France,,,
tt0009796,USA,,,
tt0009878,Germany,,,
tt0009892,USA,,,
tt0009893,Germany,,,
tt0009894,Mexico,,,
tt0009900,Canada,,,
tt0009915,USA,,,
tt0009937,"USA, Austria",,,
tt0009968,USA,,,
tt0009976,USA,,,
tt0010040,USA,,,
tt0010060,USA,,,
tt0010071,USA,,,
tt0010103,USA,,,
tt0010137,USA,,,
tt0010162,USA,,,
tt0010193,USA,,,
tt0010195,USA,,,
tt0010208,Germany,,,
tt0010219,USA,,,
tt0010227,USA,,,
tt0010247,Sweden,,,
tt0010267,USA,,,
tt0010281,Germany,,,
tt0010307,France,,,
tt0010323,Germany,,,
tt0010418,USA,,,
tt0010456,Germany,,,
tt0010466,USA,,,
tt0010484,USA,,,
tt0010559,Germany,,,
tt0010598,Denmark,,,
tt0010600,Germany,,,
tt0010635,USA,,,
tt0010662,USA,,,
tt0010680,Australia,,,
tt0010726,Germany,,,
tt0010755,Sweden,,,
tt0010806,USA,,,
tt0010821,Germany,,,
tt0010844,USA,,,
tt0010853,USA,,,
tt0010879,USA,,,
tt0010890,USA,,,
tt0010925,USA,,,
tt0010953,Germany,,,
tt0010962,Germany,,,
tt0010969,"France, Belgium",,,
tt0011000,Denmark,,,
tt0011130,USA,,,
tt0011131,USA,,,
tt0011157,Sweden,,,
tt0011173,Norway,,,
tt0011193,USA,,,
tt0011217,"Germany, Denmark",,,
tt0011221,Germany,,,
tt0011237,Germany,,,
tt0011267,USA,,,
tt0011294,France,,,
tt0011302,France,,,
tt0011317,USA,,,
tt0011358,USA,,,
tt0011369,Germany,,,
tt0011370,Sweden,,,
tt0011371,Germany,,,
tt0011387,USA,,,
tt0011414,USA,,,
tt0011439,USA,,,
tt0011440,Norway,,,
tt0011474,USA,,,
tt0011513,USA,,,
tt0011565,USA,,,
tt0011588,USA,,,
tt0011607,Sweden,,,
tt0011641,Germany,,,
tt0011647,USA,,,
tt0011652,USA,,,
tt0011679,USA,,,
tt0011716,USA,,,
tt0011723,Germany,,,
tt0011741,USA,,,
tt0011742,Germany,,,
tt0011753,USA,,,
tt0011779,USA,,,
tt0011833,Germany,,,
tt0011837,Germany,,,
tt0011841,USA,,,
tt0011865,USA,,,
tt0011870,USA,,,
tt0011904,USA,,,
tt0011909,USA,,,
tt0011948,USA,,,
tt0011960,Germany,,,
tt0011979,USA,,,
tt0012016,USA,,,
tt0012027,USA,,,
tt0012068,USA,,,
tt0012122,USA,,,
tt0012125,USA,,,
tt0012134,France,,,
tt0012136,USA,,,
tt0012187,USA,,,
tt0012190,USA,,,
tt0012249,Germany,,,
tt0012281,Germany,,,
tt0012313,Germany,,,
tt0012314,Germany,,,
tt0012334,Sweden,,,
tt0012349,USA,,,
tt0012364,Sweden,,,
tt0012382,USA,,,
tt0012397,USA,,,
tt0012408,USA,,,
tt0012465,USA,,,
tt0012486,USA,,,
tt0012494,Germany,,,
tt0012513,USA,,,
tt0012532,USA,,,
tt0012538,USA,,,
tt0012631,Japan,,,
tt0012642,USA,,,
tt0012645,Germany,,,
tt0012650,Germany,,,
tt0012651,Germany,,,
tt0012675,USA,,,
tt0012745,France,,,
tt0012752,USA,,,
tt0012755,USA,,,
tt0012763,USA,,,
tt0012769,USA,,,
tt0012806,Germany,,,
tt0012928,USA,,,
tt0012938,USA,,,
tt0012952,USA,,,
tt0012973,Germany,,,
tt0012975,USA,,,
tt0013033,"France, Belgium",,,
tt0013059,Denmark,,,
tt0013075,USA,,,
tt0013085,USA,,,
tt0013086,Germany,,,
tt0013122,France,,,
tt0013134,USA,,,
tt0013140,USA,,,
tt0013169,Germany,,,
tt0013201,USA,,,
tt0013223,USA,,,
tt0013332,USA,,,
tt0013367,USA,,,
tt0013372,USA,,,
tt0013386,USA,,,
tt0013402,USA,,,
tt0013404,USA,,,
tt0013428,Germany,,,
tt0013442,Germany,,,
tt0013450,USA,,,
tt0013469,Germany,,,
tt0013496,Germany,,,
tt0013515,USA,,,
tt0013556,USA,,,
tt0013571,USA,,,
tt0013579,Germany,,,
tt0013592,USA,,,
tt0013597,USA,,,
tt0013607,USA,,,
tt0013619,"Germany, Austria",,,
tt0013626,France,,,
tt0013662,USA,,,
tt0013674,USA,,,
tt0013688,USA,,,
tt0013704,USA,,,
tt0013705,UK,,,
tt0013741,Germany,,,
tt0013750,USA,,,
tt0013802,USA,,,
tt0013830,Germany,,,
tt0013909,USA,,,
tt0013933,France,,,
tt0013951,USA,,,
tt0014029,USA,,,
tt0014108,Sweden,,,
tt0014109,Sweden,,,
tt0014112,USA,,,
tt0014142,USA,,,
tt0014205,USA,,,
tt0014341,USA,,,
tt0014358,USA,,,
tt0014397,Germany,,,
tt0014416,USA,,,
tt0014417,France,,,
tt0014429,USA,,,
tt0014440,USA,,,
tt0014446,Germany,,,
tt0014463,USA,,,
tt0014497,USA,,,
tt0014516,Germany,,,
tt0014524,Germany,,,
tt0014532,USA,,,
tt0014538,USA,,,
tt0014586,Germany,,,
tt0014604,USA,,,
tt0014605,USA,,,
tt0014606,USA,,,
tt0014611,USA,,,
tt0014624,USA,,,
tt0014636,USA,,,
tt0014646,Soviet Union,,,
tt0014672,USA,,,
tt0014702,USA,,,
tt0014721,USA,,,
tt0014760,USA,,,
tt0014770,USA,,,
tt0014854,USA,,,
tt0014869,USA,,,
tt0014874,USA,,,
tt0014898,France,,,
tt0014900,Germany,,,
tt0014925,USA,,,
tt0014945,USA,,,
tt0014972,USA,,,
tt0014982,USA,,,
tt0015002,USA,9.0,,
tt0015014,France,,,
tt0015016,USA,,,
tt0015018,USA,,,
tt0015022,USA,,,
tt0015036,France,,,
tt0015064,Germany,,,
tt0015116,USA,,,
tt0015119,USA,,,
tt0015136,Germany,,,
tt0015145,USA,,,
tt0015163,USA,,,
tt0015167,Soviet Union,,,
tt0015174,Germany,,,
tt0015175,Germany,,,
tt0015202,"Austria, Germany",,,
tt0015213,Soviet Union,,,
tt0015224,USA,,,
tt0015268,USA,,,
tt0015289,USA,,,
tt0015310,USA,,,
tt0015312,USA,,,
tt0015324,USA,,,
tt0015361,Soviet Union,,,
tt0015400,USA,,,
tt0015493,UK,,,
tt0015498,USA,,,
tt0015500,USA,,,
tt0015518,USA,,,
tt0015532,Germany,,,
tt0015624,USA,,,
tt0015634,USA,,,
tt0015643,USA,,,
tt0015648,Soviet Union,,,
tt0015684,USA,,,
tt0015687,USA,,,
tt0015693,USA,,,
tt0015758,USA,,,
tt0015768,Denmark,,,
tt0015772,USA,,,
tt0015794,France,,,
tt0015801,France,,,
tt0015841,USA,,,
tt0015842,Germany,,,
tt0015861,"Norway, Sweden",,,
tt0015863,USA,,,
tt0015864,USA,,,
tt0015872,USA,,,
tt0015881,USA,,,
tt0015883,France,,,
tt0015909,USA,,,
tt0015935,Chile,,,
tt0016004,USA,,,
tt0016005,USA,,,
tt0016006,USA,,,
tt0016013,USA,,,
tt0016023,USA,,,
tt0016028,USA,,,
tt0016029,USA,,,
tt0016039,USA,,,
tt0016104,USA,,,
tt0016123,USA,,,
tt0016185,Japan,,,
tt0016201,USA,,,
tt0016205,USA,,,
tt0016220,USA,,,
tt0016226,USA,,,
tt0016230,"UK, Germany",,,
tt0016232,France,,,
tt0016240,"India, Germany",,,
tt0016241,USA,,,
tt0016258,USA,,,
tt0016276,USA,,,
tt0016288,USA,,,
tt0016294,USA,,,
tt0016308,USA,,,
tt0016309,USA,,,
tt0016310,USA,,,
tt0016332,USA,,,
tt0016338,"UK, Germany",,,
tt0016377,USA,,,
tt0016392,Austria,,,
tt0016394,USA,,,
tt0016395,USA,,,
tt0016461,USA,,,
tt0016473,USA,,,
tt0016480,USA,,,
tt0016481,Germany,,,
tt0016491,"France, Switzerland",,,
tt0016493,France,,,
tt0016544,USA,,,
tt0016545,USA,,,
tt0016548,USA,,,
tt0016559,Soviet Union,,,
tt0016560,USA,,,
tt0016563,Germany,,,
tt0016627,USA,,,
tt0016629,USA,,,
tt0016630,USA,,,
tt0016634,USA,,,
tt0016640,USA,,,
tt0016641,USA,,,
tt0016643,USA,,,
tt0016646,USA,,,
tt0016654,USA,,,
tt0016655,USA,,,
tt0016664,USA,,,
tt0016669,USA,,,
tt0016672,USA,,,
tt0016690,USA,,,
tt0016691,Norway,,,
tt0016762,USA,,,
tt0016804,USA,,,
tt0016822,USA,,,
tt0016827,USA,,,
tt0016832,USA,,,
tt0016847,Germany,,,
tt0016854,USA,,,
tt0016871,USA,,,
tt0016884,USA,,,
tt0016895,USA,,,
tt0016914,Germany,,,
tt0016939,USA,,,
tt0016947,USA,,,
tt0016953,Germany,,,
tt0016971,USA,,,
tt0017004,USA,,,
tt0017028,USA,,,
tt0017029,USA,,,
tt0017048,Japan,,,
tt0017075,UK,,,
tt0017082,USA,,,
tt0017096,Italy,,,
tt0017103,USA,,,
tt0017119,USA,,,
tt0017120,USA,,,
tt0017128,Soviet Union,,,
tt0017136,Germany,,,
tt0017159,Soviet Union,,,
tt0017195,Soviet Union,,,
tt0017196,France,,,
tt0017198,UK,,,
tt0017226,USA,,,
tt0017271,Soviet Union,,,
tt0017293,Soviet Union,,,
tt0017329,USA,,,
tt0017338,Austria,,,
tt0017350,USA,,,
tt0017354,USA,,,
tt0017374,USA,,,
tt0017378,Soviet Union,,,
tt0017382,USA,,,
tt0017409,USA,,,
tt0017410,USA,,,
tt0017416,USA,,,
tt0017419,USA,,,
tt0017423,USA,,,
tt0017437,USA,,,
tt0017438,Germany,,,
tt0017448,Germany,,,
tt0017449,USA,,,
tt0017463,USA,,,
tt0017480,USA,,,
tt0017483,USA,,,
tt0017519,USA,,,
tt0017534,USA,,,
tt0017540,USA,,,
tt0017567,USA,,,
tt0017619,USA,,,
tt0017621,Germany,,,
tt0017632,USA,,,
tt0017653,Soviet Union,,,
tt0017662,USA,,,
tt0017667,USA,,,
tt0017735,USA,,,
tt0017736,"France, Germany",,,
tt0017739,USA,,,
tt0017750,USA,,,
tt0017751,USA,,,
tt0017765,USA,,,
tt0017809,Soviet Union,,,
tt0017825,UK,,,
tt0017832,USA,,,
tt0017843,UK,,,
tt0017860,USA,,,
tt0017886,USA,,,
tt0017918,USA,,,
tt0017925,USA,,,
tt0017928,USA,,,
tt0017938,France,,,
tt0017961,Soviet Union,,,
tt0017998,UK,,,
tt0018014,USA,,,
tt0018016,USA,,,
tt0018033,USA,,,
tt0018037,USA,,,
tt0018045,France,,,
tt0018051,USA,,,
tt0018054,USA,,,
tt0018066,Soviet Union,,,
tt0018087,Germany,,,
tt0018097,USA,,,
tt0018102,USA,,,
tt0018107,USA,,,
tt0018113,USA,,,
tt0018138,USA,,,
tt0018166,USA,,,
tt0018179,USA,,,
tt0018183,USA,,,
tt0018192,France,,,
tt0018217,Soviet Union,,,
tt0018218,USA,,,
tt0018235,USA,,,
tt0018247,USA,,,
tt0018253,USA,,,
tt0018297,USA,,,
tt0018311,USA,,,
tt0018328,UK,,,
tt0018351,USA,,,
tt0018362,USA,,,
tt0018379,USA,,,
tt0018389,USA,,,
tt0018392,UK,,,
tt0018397,USA,,,
tt0018413,USA,,,
tt0018440,USA,,,
tt0018451,USA,,,
tt0018455,USA,,,
tt0018464,USA,,,
tt0018471,USA,,,
tt0018487,USA,,,
tt0018505,Soviet Union,,,
tt0018513,USA,,,
tt0018515,USA,,,
tt0018523,"France, Germany",,,
tt0018524,USA,,,
tt0018526,USA,,,
tt0018528,USA,,,
tt0018530,USA,,,
tt0018566,USA,,,
tt0018578,USA,,,
tt0018579,USA,,,
tt0018588,Germany,,,
tt0018615,Germany,,,
tt0018618,USA,,,
tt0018678,USA,,,
tt0018684,USA,,,
tt0018722,USA,,,
tt0018737,Germany,,,
tt0018742,USA,,,
tt0018749,USA,,,
tt0018756,UK,,,
tt0018770,France,,,
tt0018773,USA,,,
tt0018795,USA,,,
tt0018806,USA,,,
tt0018826,France,,,
tt0018836,USA,,,
tt0018839,USA,,,
tt0018841,Soviet Union,,,
tt0018862,Soviet Union,,,
tt0018876,UK,,,
tt0018879,USA,,,
tt0018882,USA,,,
tt0018907,USA,,,
tt0018908,USA,,,
tt0018909,USA,,,
tt0018910,USA,,,
tt0018927,USA,,,
tt0018935,Germany,,,
tt0018937,USA,,,
tt0018972,USA,,,
tt0018990,Germany,,,
tt0018996,UK,,,
tt0019043,Japan,,,
tt0019067,USA,,,
tt0019071,USA,,,
tt0019074,USA,,,
tt0019096,USA,,,
tt0019098,USA,,,
tt0019109,USA,,,
tt0019127,France,,,
tt0019130,USA,,,
tt0019151,USA,,,
tt0019152,USA,,,
tt0019182,USA,,,
tt0019186,UK,,,
tt0019195,USA,,,
tt0019237,USA,,,
tt0019254,France,,,
tt0019258,USA,,,
tt0019286,Soviet Union,,,
tt0019290,USA,,,
tt0019304,USA,,,
tt0019325,USA,,,
tt0019344,USA,,,
tt0019374,"India, UK, Germany",,,
tt0019379,USA,,,
tt0019388,USA,,,
tt0019400,USA,,,
tt0019412,USA,,,
tt0019415,Germany,,,
tt0019421,USA,,,
tt0019429,USA,,,
tt0019434,USA,,,
tt0019451,USA,,,
tt0019462,USA,,,
tt0019480,France,,,
tt0019489,USA,,,
tt0019509,UK,,,
tt0019532,USA,,,
tt0019553,USA,,,
tt0019557,USA,,,
tt0019558,USA,,,
tt0019563,USA,,,
tt0019571,USA,,,
tt0019574,USA,,,
tt0019585,USA,,,
tt0019591,USA,,,
tt0019609,"Germany, Soviet Union",,,
tt0019611,Soviet Union,,,
tt0019629,Spain,,,
tt0019630,USA,,,
tt0019644,USA,,,
tt0019646,France,,,
tt0019649,Soviet Union,,,
tt0019655,Germany,,,
tt0019658,UK,,,
tt0019684,USA,,,
tt0019690,USA,,,
tt0019699,USA,,,
tt0019702,UK,,,
tt0019725,USA,,,
tt0019726,USA,,,
tt0019729,USA,,,
tt0019735,USA,,,
tt0019745,USA,,,
tt0019746,France,,,
tt0019777,USA,,,
tt0019785,USA,,,
tt0019788,USA,,,
tt0019796,Japan,,,
tt0019798,USA,,,
tt0019800,USA,,,
tt0019811,USA,,,
tt0019815,USA,,,
tt0019823,USA,,,
tt0019824,USA,,,
tt0019843,USA,,,
tt0019850,Czechoslovakia,,,
tt0019852,USA,,,
tt0019856,USA,,,
tt0019884,USA,,,
tt0019886,USA,,,
tt0019889,UK,,,
tt0019901,Germany,,,
tt0019909,Germany,,,
tt0019929,USA,,,
tt0019933,USA,,,
tt0019935,USA,,,
tt0019936,USA,,,
tt0019945,USA,,,
tt0019946,USA,,,
tt0019949,USA,,,
tt0019957,USA,,,
tt0019959,USA,,,
tt0019976,USA,,,
tt0019979,USA,,,
tt0019983,USA,,,
tt0019992,USA,,,
tt0019993,USA,,,
tt0020004,USA,,,
tt0020011,Germany,,,
tt0020014,USA,,,
tt0020018,USA,,,
tt0020025,UK,,,
tt0020030,USA,,,
tt0020034,USA,,,
tt0020062,USA,,,
tt0020075,Norway,,,
tt0020078,USA,,,
tt0020080,USA,,,
tt0020081,USA,,,
tt0020092,USA,,,
tt0020103,USA,,,
tt0020112,USA,,,
tt0020114,USA,,,
tt0020122,USA,,,
tt0020126,USA,,,
tt0020142,"UK, Isle Of Man",,,
tt0020143,USA,,,
tt0020144,USA,,,
tt0020163,Germany,,,
tt0020166,USA,,,
tt0020182,France,,,
tt0020193,Germany,,,
tt0020197,USA,,,
tt0020198,USA,,,
tt0020210,USA,,,
tt0020217,USA,,,
tt0020223,USA,,,
tt0020228,France,,,
tt0020230,Soviet Union,,,
tt0020232,Soviet Union,,,
tt0020238,USA,,,
tt0020247,USA,,,
tt0020253,USA,,,
tt0020269,UK,,,
tt0020286,"UK, India, Germany",,,
tt0020293,Soviet Union,,,
tt0020298,USA,,,
tt0020305,USA,,,
tt0020320,USA,,,
tt0020332,USA,,,
tt0020335,USA,,,
tt0020336,USA,,,
tt0020358,USA,,,
tt0020359,USA,,,
tt0020364,USA,,,
tt0020388,USA,,,
tt0020392,USA,,,
tt0020402,USA,,,
tt0020403,USA,,,
tt0020405,USA,,,
tt0020410,USA,,,
tt0020425,USA,,,
tt0020431,Germany,,,
tt0020439,USA,,,
tt0020442,USA,,,
tt0020446,USA,,,
tt0020451,Soviet Union,,,
tt0020458,USA,,,
tt0020461,USA,,,
tt0020466,USA,,,
tt0020475,Germany,,,
tt0020479,USA,,,
tt0020480,USA,,,
tt0020488,USA,,,
tt0020490,USA,,,
tt0020492,USA,,,
tt0020499,USA,,,
tt0020502,USA,,,
tt0020510,Japan,,,
tt0020514,USA,,,
tt0020534,USA,,,
tt0020538,USA,,,
tt0020542,USA,,,
tt0020543,USA,,,
tt0020547,France,,,
tt0020556,USA,,,
tt0020563,Japan,,,
tt0020570,Germany,,,
tt0020572,USA,,,
tt0020581,USA,,,
tt0020585,USA,,,
tt0020589,USA,,,
tt0020590,USA,,,
tt0020608,Germany,,,
tt0020613,USA,,,
tt0020620,USA,,,
tt0020629,USA,,,
tt0020640,USA,,,
tt0020641,USA,,,
tt0020642,USA,,,
tt0020656,France,,,
tt0020661,USA,,,
tt0020668,USA,,,
tt0020670,USA,,,
tt0020673,USA,,,
tt0020679,USA,,,
tt0020686,USA,,,
tt0020690,USA,,,
tt0020691,USA,,,
tt0020693,USA,,,
tt0020695,USA,,,
tt0020697,Germany,,,
tt0020701,UK,,,
tt0020702,USA,,,
tt0020713,USA,,,
tt0020724,USA,,,
tt0020740,USA,,,
tt0020754,USA,,,
tt0020758,USA,,,
tt0020763,USA,,,
tt0020768,USA,,,
tt0020793,"UK, Sweden",,,
tt0020799,USA,,,
tt0020806,USA,,,
tt0020814,France,,,
tt0020815,USA,,,
tt0020821,USA,,,
tt0020823,USA,,,
tt0020827,USA,,,
tt0020828,USA,,,
tt0020836,USA,,,
tt0020838,USA,,,
tt0020842,Germany,,,
tt0020852,UK,,,
tt0020869,USA,,,
tt0020875,USA,,,
tt0020876,USA,,,
tt0020890,USA,,,
tt0020891,USA,,,
tt0020894,USA,,,
tt0020896,USA,,,
tt0020900,USA,,,
tt0020902,USA,,,
tt0020919,USA,,,
tt0020924,USA,,,
tt0020926,USA,,,
tt0020929,USA,,,
tt0020938,USA,,,
tt0020945,USA,,,
tt0020949,USA,,,
tt0020959,USA,,,
tt0020960,USA,39.0,,
tt0020966,USA,,,
tt0020980,Japan,,,
tt0020985,USA,,,
tt0020987,USA,,,
tt0021001,USA,,,
tt0021013,"UK, USA",,,
tt0021015,UK,,,
tt0021016,USA,,,
tt0021025,USA,,,
tt0021040,USA,,,
tt0021042,USA,,,
tt0021044,USA,,,
tt0021048,USA,,,
tt0021053,USA,,,
tt0021060,USA,,,
tt0021061,USA,,,
tt0021069,USA,,,
tt0021070,USA,,,
tt0021074,USA,,,
tt0021079,USA,,,
tt0021087,USA,,,
tt0021090,USA,,,
tt0021092,USA,,,
tt0021094,USA,,,
tt0021100,USA,,,
tt0021102,USA,,,
tt0021106,USA,,,
tt0021110,USA,,,
tt0021121,USA,,,
tt0021128,"Germany, UK",,,
tt0021132,USA,,,
tt0021133,USA,,,
tt0021134,USA,,,
tt0021140,USA,,,
tt0021148,USA,,,
tt0021149,USA,,,
tt0021152,USA,,,
tt0021153,USA,,,
tt0021156,USA,,,
tt0021165,UK,,,
tt0021178,USA,,,
tt0021189,USA,,,
tt0021191,USA,,,
tt0021197,USA,,,
tt0021216,USA,,,
tt0021217,USA,,,
tt0021223,USA,,,
tt0021225,USA,,,
tt0021228,USA,,,
tt0021232,USA,,,
tt0021239,USA,,,
tt0021240,USA,,,
tt0021247,France,,,
tt0021263,USA,,,
tt0021268,Soviet Union,,,
tt0021273,France,,,
tt0021276,USA,,,
tt0021280,USA,,,
tt0021281,USA,,,
tt0021282,USA,,,
tt0021283,Japan,,,
tt0021287,USA,,,
tt0021292,USA,,,
tt0021294,USA,,,
tt0021295,USA,,,
tt0021297,USA,,,
tt0021303,USA,,,
tt0021304,USA,,,
tt0021307,USA,,,
tt0021309,France,,,
tt0021310,USA,,,
tt0021322,USA,,,
tt0021324,USA,,,
tt0021331,France,,,
tt0021335,USA,,,
tt0021345,USA,,,
tt0021371,USA,,,
tt0021374,USA,,,
tt0021376,USA,,,
tt0021377,USA,,,
tt0021381,USA,,,
tt0021382,USA,,,
tt0021394,USA,,,
tt0021400,USA,,,
tt0021401,USA,,,
tt0021406,Japan,,,
tt0021408,USA,,,
tt0021409,France,,,
tt0021413,USA,,,
tt0021420,USA,,,
tt0021435,USA,,,
tt0021439,USA,,,
tt0021464,USA,,,
tt0021472,USA,,,
tt0021483,USA,,,
tt0021486,USA,,,
tt0021493,USA,,,
tt0021505,USA,,,
tt0021508,USA,,,
tt0021531,USA,,,
tt0021533,USA,,,
tt0021534,USA,,,
tt0021542,Germany,,,
tt0021549,USA,,,
tt0021551,USA,,,
tt0021568,USA,,,
tt0021571,Soviet Union,,,
tt0021577,France,,,
tt0021580,USA,,,
tt0021594,India,,,
tt0021595,USA,,,
tt0021599,USA,,,
tt0021606,USA,,,
tt0021607,USA,,,
tt0021615,USA,,,
tt0021622,USA,,,
tt0021632,USA,,,
tt0021633,USA,,,
tt0021635,USA,,,
tt0021636,USA,,,
tt0021647,USA,,,
tt0021649,USA,,,
tt0021654,Germany,,,
tt0021657,USA,,,
tt0021668,USA,,,
tt0021673,USA,,,
tt0021681,Germany,,,
tt0021684,USA,,,
tt0021697,USA,,,
tt0021707,USA,,,
tt0021725,USA,,,
tt0021730,USA,,,
tt0021732,USA,,,
tt0021733,USA,,,
tt0021735,USA,,,
tt0021739,France,,,
tt0021743,USA,,,
tt0021746,USA,,,
tt0021749,USA,,,
tt0021750,USA,,,
tt0021754,France,,,
tt0021756,USA,,,
tt0021759,USA,,,
tt0021761,USA,,,
tt0021764,USA,,,
tt0021768,USA,,,
tt0021770,USA,,,
tt0021772,USA,,,
tt0021778,USA,,,
tt0021780,USA,,,
tt0021785,USA,,,
tt0021786,USA,,,
tt0021793,USA,,,
tt0021798,USA,,,
tt0021799,USA,,,
tt0021800,USA,,,
tt0021814,USA,,,
tt0021815,USA,,,
tt0021818,Germany,,,
tt0021820,USA,,,
tt0021825,USA,,,
tt0021828,USA,,,
tt0021829,USA,,,
tt0021836,Germany,,,
tt0021845,USA,,,
tt0021859,USA,,,
tt0021861,USA,,,
tt0021864,France,,,
tt0021865,USA,,,
tt0021873,USA,,,
tt0021874,USA,,,
tt0021879,USA,,,
tt0021884,USA,,,
tt0021885,USA,,,
tt0021889,USA,,,
tt0021890,USA,,,
tt0021895,USA,,,
tt0021900,USA,,,
tt0021906,USA,,,
tt0021910,USA,,,
tt0021917,USA,,,
tt0021919,USA,,,
tt0021927,USA,,,
tt0021928,USA,,,
tt0021931,USA,,,
tt0021932,USA,,,
tt0021933,USA,,,
tt0021952,USA,,,
tt0021966,USA,,,
tt0021969,USA,,,
tt0021973,USA,,,
tt0021978,USA,,,
tt0021985,Hungary,,,
tt0021986,USA,,,
tt0021988,USA,,,
tt0021992,USA,,,
tt0022000,USA,,,
tt0022001,USA,,,
tt0022002,USA,,,
tt0022017,"Germany, France",,,
tt0022021,USA,,,
tt0022026,USA,,,
tt0022029,USA,,,
tt0022034,Germany,,,
tt0022043,USA,,,
tt0022046,USA,,,
tt0022048,Japan,,,
tt0022054,USA,,,
tt0022056,USA,,,
tt0022059,USA,,,
tt0022074,USA,,,
tt0022080,Brazil,,,
tt0022085,USA,,,
tt0022086,USA,,,
tt0022100,Germany,,,
tt0022103,USA,,,
tt0022105,Japan,,,
tt0022111,USA,,,
tt0022117,USA,,,
tt0022119,USA,,,
tt0022120,USA,,,
tt0022121,Germany,,,
tt0022125,France,,,
tt0022134,USA,,,
tt0022135,USA,,,
tt0022139,USA,,,
tt0022149,USA,,,
tt0022150,France,,,
tt0022151,USA,,,
tt0022153,USA,,,
tt0022158,USA,,,
tt0022172,USA,,,
tt0022173,USA,,,
tt0022177,USA,,,
tt0022178,USA,,,
tt0022180,USA,,,
tt0022183,Germany,,,
tt0022185,Germany,,,
tt0022191,USA,,,
tt0022197,USA,,,
tt0022198,USA,,,
tt0022208,USA,,,
tt0022215,Soviet Union,,,
tt0022223,France,,,
tt0022235,"Germany, USA",,,
tt0022236,USA,,,
tt0022243,USA,,,
tt0022246,USA,,,
tt0022251,USA,,,
tt0022254,USA,,,
tt0022259,USA,,,
tt0022261,USA,,,
tt0022264,USA,,,
tt0022265,USA,,,
tt0022268,USA,,,
tt0022273,USA,,,
tt0022274,USA,,,
tt0022276,USA,,,
tt0022279,USA,,,
tt0022285,USA,,,
tt0022286,USA,,,
tt0022289,Soviet Union,,,
tt0022290,USA,,,
